Location ID,Practice Name,extracted_postcode,display_address,lat,lon,geocode_precision,admin_district,City / Town,Region,ASM Name,Area,Nation
,Bupa Dental Care â€“ Chepstow,NP16 5LN,"Boscobel House, Welsh Street, NP16 5LN",51.641563,-2.678305,exact,Monmouthshire,,,,,Wales
,Bupa Dental Care - Chepstow Community Hospital,NP16 5YX,"Chepstow Community Hospital, Tempest Way, NP16 5YX",51.639296,-2.68619,exact,Monmouthshire,,,,,Wales
,Bupa Dental Care â€“ Ebbw Vale,NP23 6HW,"51 Bethcar Street, Ebbw Vale, NP23 6HW",51.777901,-3.208184,exact,Blaenau Gwent,,,,,Wales
,Cader Dental Practice,LL40 1RJ,"Cader Road, Dolgellau, Gwynedd, LL40 1RJ",52.741916,-3.887665,exact,Gwynedd,,,,,Wales
,Calgary Dental Surgery,CF61 1XY,"East Street, Llantwit Major, CF61 1XY",51.408437,-3.484104,exact,Vale of Glamorgan,,,,,Wales
,Cambria Dental Practice,CH4 0JZ,"6 Chester Road, Penyffordd, CH4 0JZ",53.148969,-3.043035,exact,Flintshire,,,,,Wales
,Cambria Dental Practice â€“ Swansea,SA2 9DB,"25 Eversley Road, Sketty, Swansea, SA2 9DB",51.617876,-3.982294,exact,Swansea,,,,,Wales
,Laurels Dental Practice,SA6 5LP,"28 Vardre Road Clydach, Swansea, SA6 5LP",51.697003,-3.89117,exact,Swansea,,,,,Wales
,Lawn Dental Practice,NP22 5PW,"Integrated Health and Social Care, Unit 22, Lawn Industrial Estate, Rhymney, NP22 5PW",51.757964,-3.283126,exact,Caerphilly,,,,,Wales
,Leighton Roberts & Associates,CF43 4RH,"27 High Street, Ferndale, CF43 4RH",51.662258,-3.44905,exact,Rhondda Cynon Taf,,,,,Wales
,Llandeilo Dental Practice,SA19 6AE,"18 Carmarthen Street, Llandeilo, SA19 6AE",51.88294,-3.993893,exact,Carmarthenshire,,,,,Wales
,Llandeilo Road Dental Surgery,SA14 6RD,"38 Llandeilo Road, Cross Hands, SA14 6RD",51.797565,-4.083698,exact,Carmarthenshire,,,,,Wales
,Llandovery Dental Surgery,SA20 0JP,"22 Stone Street, Llandovery, SA20 0JP",51.995386,-3.796728,exact,Carmarthenshire,,,,,Wales
,Llandudno Junction Dental Practice,LL31 9DU,"154Â Conway Road, Llandudno Junction, LL31 9DU",53.283711,-3.80464,exact,Conwy,,,,,Wales
,Llandudno Smiles,LL30 2AD,"22 Augusta Street, Llandudno, LL30 2AD",53.321067,-3.827566,exact,Conwy,,,,,Wales
,Llanedeyrn Dental Practice,CF23 9LL,"69 Ael-Y-Bryn, Llanedeyrn, Cardiff, CF23 9LL",51.511613,-3.155041,exact,Cardiff,,,,,Wales
,Monmouth Dental Practice,NP25 3DN,"16 St James Square, Monmouth, NP25 3DN",51.813259,-2.710963,exact,Monmouthshire,,,,,Wales
,Morgan Street Dental Surgery,CF37 2DS,"20 Morgan Street, Pontypridd, CF37 2DS",51.606085,-3.339259,exact,Rhondda Cynon Taf,,,,,Wales
,Mount Pleasant Dental Practice,CF3 5SZ,"36 Mount Pleasant Avenue, Llanrumney, CF3 5SZ",51.519473,-3.11876,exact,Cardiff,,,,,Wales
,Buckley Dental Practice,CH7 2JL,"19 Padeswood Road North, Flintshire, CH7 2JL",53.166835,-3.08094,exact,Flintshire,,,,,Wales
,Chepstow Road Dental Practice,NP19 8EA,"18 Chepstow Road, Newport, NP19 8EA",51.590879,-2.98847,exact,Newport,,,,,Wales
,Mr Newland and Associates Dental Practice,CF72 9DP,"73 Llantrisant Road, Pontyclun, CF72 9DP",51.525032,-3.390201,exact,Rhondda Cynon Taf,,,,,Wales
,Marsh Dental Practice,SA11 3BH,"36 Victoria Gardens, Neath, SA11 3BH",51.661128,-3.801069,exact,Neath Port Talbot,,,,,Wales
,Flint Dental Centre,CH6 5AF,"110 Church Street, Flintshire, CH6 5AF",53.247542,-3.137826,exact,Flintshire,,,,,Wales
,94 Dental,NP19 7BY,"94 Caerleon Road, Newport, NP19 7BY",51.594477,-2.984058,exact,Newport,,,,,Wales
,Mumbles Dental & Cosmetic Suite,SA3 4AN,"24 Queens Road Mumbles, Swansea, SA3 4AN",51.574056,-4.003448,exact,Swansea,,,,,Wales
,United Dental - Llangyfelach Dental Centre,SA5 7HR,"956 Llangyfelach Road Tirdeunaw, Swansea, SA5 7HR",51.659689,-3.94975,exact,Swansea,,,,,Wales
,Llanidloes Dental Practice,SY18 6QP,"7 & 8 Valentine Court, Llanidloes, SY18 6QP",52.448042,-3.539668,exact,Powys,,,,,Wales
,Llanishen Clinic (Community Dental Service),CF14 5DB,"Newborough Avenue, Llanishen, CF14 5DB",51.532031,-3.190475,exact,Cardiff,,,,,Wales
,Llanishen Dental Centre,CF14 5AA,"15 Heol Hir, Llanishen, Cardiff, CF14 5AA",51.531103,-3.189745,exact,Cardiff,,,,,Wales
,Llanon Road Dental Practice,SA14 6BW,"25 Llannon Road, Upper Tumble, SA14 6BW",51.781491,-4.110663,exact,Carmarthenshire,,,,,Wales
,Llanrwst Dental Practice,LL26 0LS,"24A Watling Street, Conwy, LL26 0LS",53.138251,-3.796338,exact,Conwy,,,,,Wales
,Llanyrafon Dental Surgery,NP44 8HS,"4 Llanyravon Square, Cwmbran, NP44 8HS",51.646146,-3.007103,exact,Torfaen,,,,,Wales
,Isca Dental Practice,NP18 1AZ,"Cadoc House High Street, Caerleon, NP18 1AZ",51.610728,-2.956422,exact,Newport,,,,,Wales
,"Isfryn Dental Surgery (Wesley, Blinman and Associates)",CF42 6NR,"56 High Street, Treorchy, CF42 6NR",51.659212,-3.502519,exact,Rhondda Cynon Taf,,,,,Wales
,Jamie Pugh Dental Healthcare Ltd,CF44 7DP,"15â€“16 Cardiff Street, Aberdare, CF44 7DP",51.712079,-3.442088,exact,Rhondda Cynon Taf,,,,,Wales
,Brynmawr Dental Care,NP23 4AN,"89 Bailey Street, Brynmawr, NP23 4AN",51.798458,-3.174232,exact,Blaenau Gwent,,,,,Wales
,JD Isaac,SA13 1LR,"68 Commercial Road, Taibach, Port Talbot, SA13 1LR",51.583748,-3.769111,exact,Neath Port Talbot,,,,,Wales
,Johnstown Dental Practice,LL14 1SL,"24 High Street,Â Johnstown, Wrexham, LL14 1SL",53.012451,-3.04755,exact,Wrexham,,,,,Wales
,"MyDentist â€“ Kandy Lodge, Wrexham",LL14 6NH,"High Street, Ruabon, Wrexham, LL14 6NH",52.987561,-3.039171,exact,Wrexham,,,,,Wales
,Kieron Hastings Dental Surgery,NP13 1AD,"24 King Street, Abertillery, NP13 1AD",51.729488,-3.133437,exact,Blaenau Gwent,,,,,Wales
,Killay Dental Health Centre,SA2 7BB,"11 Cygnet Close Killay, Swansea, SA2 7BB",51.618605,-4.01766,exact,Swansea,,,,,Wales
,"MyDentist â€“ Goetre Fawr Road, Killay",SA2 7QS,"12 Goetre Fawr Road Killay, Swansea, SA2 7QS",51.618335,-4.023426,exact,Swansea,,,,,Wales
,Laffan Dental Practice,NP12 1AA,"205-207 High Street, Blackwood, NP12 1AA",51.665349,-3.194328,exact,Caerphilly,,,,,Wales
,Lakeside Dental Practice,CF23 6EP,"62 Celyn Avenue, Lakeside, CF23 6EP",51.515804,-3.171273,exact,Cardiff,,,,,Wales
,Llynfi Dental,CF34 9BT,"14 Talbot Street Maesteg, Maesteg, CF34 9BT",51.608913,-3.659838,exact,Bridgend,,,,,Wales
,Llys Einion Dental Surgery,SY20 8DY,"Llys Einion Dental Practice 60 Heol Maengwyn, Machynlleth, SY20 8DY",52.590658,-3.84915,exact,Powys,,,,,Wales
,Lodge Dental,NP7 5HH,"10 Monmouth Road, Abergavenny, NP7 5HH",51.817983,-3.01328,exact,Monmouthshire,,,,,Wales
,Bupa Dental Care â€“ Bangor,LL57 2DP,"Lodwig Villa, Holyhead Road, Bangor, LL57 2DP",53.224024,-4.135898,exact,Gwynedd,,,,,Wales
,Longford Road Dental Practice,LL65 1TR,"Longford Road, Anglesey, LL65 1TR",53.308294,-4.635053,exact,Isle of Anglesey,,,,,Wales
,Loudoun Dental Clinic,CF10 5HW,"Butetown Health Centre @ Loudoun, Butetown, CF10 5HW",51.470749,-3.170046,exact,Cardiff,,,,,Wales
,Lucy Reed Dental Hygiene,CF5 2DY,"Coach House Clinic, 23 High Street, Llandaff, CF5 2DY",51.493727,-3.219107,exact,Cardiff,,,,,Wales
,Sparkle Dental Centre,NP4 6NW,"4 Osborne Road, Pontypool, NP4 6NW",51.705277,-3.043813,exact,Torfaen,,,,,Wales
,M Taylor,SA9 1HD,"17 Commercial Street, Ystradgynlais, SA9 1HD",51.777844,-3.758543,exact,Powys,,,,,Wales
,Murray Street Dental Practice,SA15 1DZ,"16 Murray Street, Llanelli, SA15 1DZ",51.679905,-4.162337,exact,Carmarthenshire,,,,,Wales
,MyDentist â€“ Abergele,LL22 7AW,"1 Chapel Street, Conwy, LL22 7AW",53.283833,-3.582933,exact,Conwy,,,,,Wales
,MyDentist â€“ Cowbridge,CF71 7AB,"64c Eastgate, Cowbridge, CF71 7AB",51.460856,-3.445081,exact,Vale of Glamorgan,,,,,Wales
,MyDentist â€“ Fern Dental Practice,LL19 9DN,"1 Fern Avenue, Denbighshire, LL19 9DN",53.332376,-3.402702,exact,Denbighshire,,,,,Wales
,MyDentist â€“ North Parade,SY23 2JN,"61 North Parade, Aberystwyth, SY23 2JN",52.415679,-4.081305,exact,Ceredigion,,,,,Wales
,MyDentist â€“ Rhyl,LL18 1BS,"7 Elwy Street, Denbighshire, LL18 1BS",53.318067,-3.492232,exact,Denbighshire,,,,,Wales
,MyDentist â€“ Lampeter,SA48 7DS,"2 The Market Place, Lampeter, SA48 7DS",52.113439,-4.079511,exact,Ceredigion,,,,,Wales
,MyDentist â€“ Machynlleth,SY20 8EQ,"The Health Centre Forge Road, Machynlleth, SY20 8EQ",52.590259,-3.845339,exact,Powys,,,,,Wales
,"MyDentist â€“ Nolton Street, Bridgend",CF31 3BP,"54-58 Nolton Street, Bridgend, CF31 3BP",51.503068,-3.576757,exact,Bridgend,,,,,Wales
,"MyDentist â€“ Trosely House, Newtown",SY16 1BG,"65 Clifton Terrace, Newtown, SY16 1BG",52.513946,-3.312932,exact,Powys,,,,,Wales
,Builth Wells Community Dentist,LD2 3DG,"Glan Irfon Health and Social Care Centre, Pendre, LD2 3DG",52.151825,-3.414305,exact,Powys,,,,,Wales
,MyDentist â€“ Llandudno,LL30 2YP,"3 Deganwy Avenue, Conwy, LL30 2YP",53.321562,-3.835725,exact,Conwy,,,,,Wales
,MyDentist â€“ Talbot Green,CF72 8AE,"Courtyards Dental Centre, Talbot Green, CF72 8AE",51.537903,-3.383052,exact,Rhondda Cynon Taf,,,,,Wales
,My Smile Centre,SA73 2HW,"118 Charles Street, Milford Haven, SA73 2HW",51.712729,-5.031863,exact,Pembrokeshire,,,,,Wales
,"MyDentist â€“ Alexandra Road, Gorseinon",SA4 4NX,"104 Alexandra Road Gorseinon, Swansea, SA4 4NX",51.668573,-4.048515,exact,Swansea,,,,,Wales
,The Dental Surgery,CF11 7AQ,"99 Corporation Road, Grangetown, CF11 7AQ",51.468262,-3.182206,exact,Cardiff,,,,,Wales
,Narberth Dental Health Practice,SA67 7BD,"6 James Street, Narberth, SA67 7BD",51.796873,-4.742849,exact,Pembrokeshire,,,,,Wales
,Madoc Dental Care,LL30 2TL,"3A Madoc Street, Llandudno, LL30 2TL",53.323028,-3.830427,exact,Conwy,,,,,Wales
,Maelor Dental Care,LL13 0AY,"Whitchurch Road, Bangor on Dee, LL13 0AY",53.002578,-2.90923,exact,Wrexham,,,,,Wales
,Malpas Dental Practice Ltd,NP20 6WE,"442 Malpas Road, Newport, NP20 6WE",51.611034,-3.004852,exact,Newport,,,,,Wales
,Manor Road Dental Practice,SA5 9PN,"72 Manor Road Manselton, Swansea, SA5 9PN",51.642132,-3.952104,exact,Swansea,,,,,Wales
,Mansel Terrace Dental Surgery,SA5 8NN,"4 Mansel Terrace Cwmbwrla, Swansea, SA5 8NN",51.635583,-3.952227,exact,Swansea,,,,,Wales
,Marlborough Dental Practice,CF23 5BX,"14 Marlborough Road, Roath, Cardiff, CF23 5BX",51.495096,-3.163179,exact,Cardiff,,,,,Wales
,Marquess Dental,LL61 5TX,"Holyhead Road, Anglesey, LL61 5TX",53.221532,-4.20654,exact,Isle of Anglesey,,,,,Wales
,Llantarnam Dental Practice,NP44 3BH,"Cwmbran, NP44 3BH",51.639011,-3.011829,exact,Torfaen,,,,,Wales
,Menai Bridge Dental Practice,LL59 5EG,"5 Askew Street, Menai Bridge, LL59 5EG",53.226678,-4.162218,exact,Isle of Anglesey,,,,,Wales
,MyDentist â€“ Mill Lane Dental Centre,SA15 3SE,"Mill Lane, Llanelli, SA15 3SE",51.684966,-4.157022,exact,Carmarthenshire,,,,,Wales
,Porthcawl Dental Care,CF36 3HG,"34 Victoria Avenue, Porthcawl, CF36 3HG",51.47997,-3.704449,exact,Bridgend,,,,,Wales
,Porthkerry Dental Centre,CF62 7AX,"2 Porthkerry Road, Barry, CF62 7AX",51.398287,-3.287783,exact,Vale of Glamorgan,,,,,Wales
,Portland Street Dental Practice,SY23 2DX,"23 Portland Street, Aberystwyth, SY23 2DX",52.416488,-4.082828,exact,Ceredigion,,,,,Wales
,"Portman Dental, Pembrokeshire Dental Care",SA42 0LT,"Pen-Y-Bont, Newport, SA42 0LT",52.018199,-4.828116,exact,Pembrokeshire,,,,,Wales
,Prestatyn Dental,LL19 9DN,"1 Fern Avenue, Prestatyn, LL19 9DN",53.332376,-3.402702,exact,Denbighshire,,,,,Wales
,Promenade Dental,SA3 4DL,"600 Mumbles Road Mumbles, Swansea, SA3 4DL",51.573145,-3.995659,exact,Swansea,,,,,Wales
,Pwllheli Dental Care,LL53 5HE,"8-9 Mitre Terrace, Gwynedd, LL53 5HE",52.888297,-4.418173,exact,Gwynedd,,,,,Wales
,MyDentist â€“ Swansea Orthodontic Centre,SA2 0EN,"63 Sketty Road Uplands, Swansea, SA2 0EN",51.617692,-3.972434,exact,Swansea,,,,,Wales
,"MyDentist â€“ The Orthodontic Centre, Bridgend",CF31 1NN,"49 Merthyr Mawr Road, Bridgend, CF31 1NN",51.516932,-3.576241,exact,Bridgend,,,,,Wales
,Risca Dental Practice Limited,NP11 6AW,"3 Commercial Street, Risca, NP11 6AW",51.604662,-3.09785,exact,Caerphilly,,,,,Wales
,Robert Willner and Associates,NP20 6TN,"Dental Practice Unit 1 Lambourne Way Shopping Centre, Newport, NP20 6TN",51.59025007840233,-3.0065971434911267,outcode_fallback,,,,,,Wales
,Rosehill Dental Practice,LL32 8LD,"Iscraig, Conwy, LL32 8LD",53.2805,-3.82777,exact,Conwy,,,,,Wales
,Rossett Dental Care,LL12 0HE,"Station Road, Wrexham, LL12 0HE",53.107614,-2.952346,exact,Wrexham,,,,,Wales
,Ruabon Road Dental Practice,LL13 7PH,"96 Ruabon Road, Wrexham, LL13 7PH",53.040374,-2.99941,exact,Wrexham,,,,,Wales
,Rumney Hill Dental Surgery,CF3 4FG,"776 Newport Road, Rumney, CF3 4FG",51.507725,-3.133257,exact,Cardiff,,,,,Wales
,Russell Street Dental Practice,SA1 4HR,"27 Russell Street, Swansea, SA1 4HR",51.618839,-3.95496,exact,Swansea,,,,,Wales
,Ruthin Dental Practice,LL15 1AU,"Market Street, Ruthin, LL15 1AU",53.115661,-3.308885,exact,Denbighshire,,,,,Wales
,North View Dental Practice,CF83 1PE,"10 Northview Terrace,, Caerphilly, CF83 1PE",51.575553,-3.216665,exact,Caerphilly,,,,,Wales
,Neat Teeth Orthodontics,SA1 8EL,"SA1 Waterfront, Lambert Road, Swansea, SA1 8EL",51.620513,-3.923814,exact,Swansea,,,,,Wales
,Newport Dental Care,NP20 5PB,"48 Malpas Road, Newport, NP20 5PB",51.598162,-3.000149,exact,Newport,,,,,Wales
,Newport Orthodontic Centre,NP20 4PA,"28 Clytha Park Road, Newport, NP20 4PA",51.587501,-3.003928,exact,Newport,,,,,Wales
,Newport Road Dental Clinic,CF24 1RL,"321 Newport Road, Roath, CF24 1RL",51.491311,-3.151271,exact,Cardiff,,,,,Wales
,Newport Smile Centre,NP20 3EA,"14 Bassaleg Road, Newport, NP20 3EA",51.58241,-3.012606,exact,Newport,,,,,Wales
,Nicola Taaffe@West Grove,CF24 3AN,"2 West Grove, Roath, CF24 3AN",51.485189,-3.169264,exact,Cardiff,,,,,Wales
,NJS Dental,SA31 1PZ,"79 Water Street, Carmarthen, SA31 1PZ",51.857137,-4.311434,exact,Carmarthenshire,,,,,Wales
,Cloverly Dental Practice,LD2 3AH,"Cloverly 35 Garth Road, Builth Wells, LD2 3AH",52.148359,-3.404067,exact,Powys,,,,,Wales
,S Lodge,NP4 0PJ,"New Inn Surgery, 111 The Highway, Pontypool, NP4 0PJ",51.689713,-3.009806,exact,Torfaen,,,,,Wales
,Charles Street Dental Practice,SA73 2HP,"147 Charles Street, Milford Haven, SA73 2HP",51.712473,-5.02992,exact,Pembrokeshire,,,,,Wales
,Seddon Dental Implants,NP15 1HY,"Rowan House, Llancayo Business Park, Llancayo, NP15 1HY",51.722325,-2.917848,exact,Monmouthshire,,,,,Wales
,"MyDentist â€“ Severn Street, Welshpool",SY21 7AD,"22 Severn Street, Welshpool, SY21 7AD",52.659143,-3.146462,exact,Powys,,,,,Wales
,"MyDentist â€“ Advanced Oral Health Centre, New Road, Newtown",SY16 1BD,"Severnside Dental Spa, New Road, Newtown, SY16 1BD",52.513487,-3.312977,exact,Powys,,,,,Wales
,Signature Smiles Dental Practice â€“ Holywell,CH8 7LD,"Panton House Surgery Panton Place, Flintshire, CH8 7LD",53.272854,-3.221593,exact,Flintshire,,,,,Wales
,Signature Smiles Dental Practice Gwersyllt,LL11 4NT,"Unit 7 Dodds Lane, Gwersyllt, Wrexham, LL11 4NT",53.071574,-3.01573,exact,Wrexham,,,,,Wales
,Six Gables Dental Practice,CF14 2AA,"27a Penlline Road, Whitchurch, CF14 2AA",51.51393,-3.221117,exact,Cardiff,,,,,Wales
,Sketty Road Dental Surgery,SA2 0EU,"17 Sketty Road, Swansea, SA2 0EU",51.618222,-3.96873,exact,Swansea,,,,,Wales
,"MyDentist â€“ Quay Street, Haverfordwest",SA61 1BB,"The Candle Stores, Haverfordwest, SA61 1BB",51.800601,-4.967036,exact,Pembrokeshire,,,,,Wales
,MyDentist â€“ Queensferry,CH5 1ST,"4 Gladstone Street, Flintshire, CH5 1ST",53.207212,-3.023232,exact,Flintshire,,,,,Wales
,Restore Dental Group (Gabalfa),CF14 3NH,"354 Whitchurch Road, Gabalfa, Cardiff, CF14 3NH",51.504506,-3.196716,exact,Cardiff,,,,,Wales
,Rhayader Dental Practice (Charro Dental),LD6 5DG,"Maes y Deri, Rhayader, LD6 5DG",52.303462,-3.510022,exact,Powys,,,,,Wales
,Rhiwbina Dental @ The Pines,CF14 1AX,"Heol y Forlan, Cardiff, CF14 1AX",51.518112,-3.221013,exact,Cardiff,,,,,Wales
,Rhoose Dental Practice,CF62 3DR,"5 Fontygary Road, Rhoose, CF62 3DR",51.389138,-3.348838,exact,Vale of Glamorgan,,,,,Wales
,Rhos Cottage Dental Surgery,SA61 1BN,"11 Portfield, Haverfordwest, SA61 1BN",51.798635,-4.979339,exact,Pembrokeshire,,,,,Wales
,MyDentist â€“ Rhos Road Dental Practice,LL28 4RY,"55 Rhos Road, Colwyn Bay, LL28 4RY",53.307711,-3.746335,exact,Conwy,,,,,Wales
,Penylan Dental Practice,CF23 5HX,"86 Penylan Road, Penylan, CF23 5HX",51.497206,-3.163405,exact,Cardiff,,,,,Wales
,Pont Steffan Dental,SA48 7HZ,"4 North Road, Lampeter, SA48 7HZ",52.116587,-4.076941,exact,Ceredigion,,,,,Wales
,Pontardawe Dental Centre,SA8 4ED,"100 Herbert Street, Swansea, SA8 4ED",51.719262,-3.84978,exact,Neath Port Talbot,,,,,Wales
,Pontcanna Dental Care,CF11 9LP,"102 Cathedral Road, Cardiff, CF11 9LP",51.48655,-3.195641,exact,Cardiff,,,,,Wales
,Pontcymmer  Dental Surgery,CF32 8DE,"97 Oxford Street Pontcymmer, Garw Valley, CF32 8DE",51.607621,-3.582454,exact,Bridgend,,,,,Wales
,Ponthir Dental Practice (Restore Dental Group),NP18 1RY,"Stokes Court, Newport, NP18 1RY",51.629471,-2.970151,exact,Torfaen,,,,,Wales
,Portfield Dental Surgery,SA61 1BN,"11 Portfield, Haverfordwest, SA61 1BN",51.798635,-4.979339,exact,Pembrokeshire,,,,,Wales
,P A Hawkins & L A Griffiths Dental Surgery,CF83 1HD,"11 Station Terrace, Caerphilly, CF83 1HD",51.57196,-3.217969,exact,Caerphilly,,,,,Wales
,P D Care Ltd,CF23 8RJ,"31 Kenmare Mews, Pontprennau, CF23 8RJ",51.536236,-3.140885,exact,Cardiff,,,,,Wales
,Park Cresent Dental Care,CF62 6HE,"29 Park Crescent, Barry, CF62 6HE",51.400294,-3.288486,exact,Vale of Glamorgan,,,,,Wales
,Park Street Dental Practice,CF31 4AX,"26 Park Street, Bridgend, CF31 4AX",51.506531,-3.582727,exact,Bridgend,,,,,Wales
,Parklands Dental Surgery,CF83 2RD,"Bowls Terrace, Caerphilly, CF83 2RD",51.584937,-3.240977,exact,Caerphilly,,,,,Wales
,Parkside Dental Practice,CF11 9JD,"170 Cathedral Road, Cardiff, CF11 9JD",51.48822,-3.19858,exact,Cardiff,,,,,Wales
,Park View Dental Practice,CF37 2BW,"23 Gelliwastad Road, Pontypridd, CF37 2BW",51.603699,-3.341109,exact,Rhondda Cynon Taf,,,,,Wales
,Paul James Dental Surgery,CF37 2DS,"18 Morgan Street, Pontypridd, CF37 2DS",51.606085,-3.339259,exact,Rhondda Cynon Taf,,,,,Wales
,Mountain Ash Dental Surgery,CF45 3HB,"60a Oxford Street, Mountain Ash, CF45 3HB",51.68174,-3.378535,exact,Rhondda Cynon Taf,,,,,Wales
,Pearl Dental Centre,CF38 1PY,"2 Main Road, Pontypridd, CF38 1PY",51.564947,-3.318616,exact,Rhondda Cynon Taf,,,,,Wales
,Cox and Hitchcock Dental Group â€“ Llanthewy Road,NP20 4JR,"2 Llanthewy Road, Newport, NP20 4JR",51.586628,-3.00515,exact,Newport,,,,,Wales
,North Cardiff Orthodontic Centre,CF14 5GH,"6&7 Cwrt-y-Parc, Llanishen, CF14 5GH",51.525202,-3.190902,exact,Cardiff,,,,,Wales
,Bupa Dental Care - Bassaleg,NP10 8LE,"Caerphilly Road, Bassaleg, NP10 8LE",51.577656,-3.046125,exact,Newport,,,,,Wales
,Bupa Dental Care â€“ Caerphilly,CF83 1SN,"6a Cae Meillion, Ystrad Cwrt Rawlin, CF83 1SN",51.570951,-3.241303,exact,Caerphilly,,,,,Wales
,Bupa Dental Care â€“ Cardiff Mermaid Quay,CF10 5BZ,"Unit 11a Mermaid Quay, Bute Street, Cardiff Bay, CF10 5BZ",51.463431,-3.165354,exact,Cardiff,,,,,Wales
,Bupa Dental Care â€“ Ewloe,CH5 3XP,"Unit 2 Lakeside Business Park, St David's Park, CH5 3XP",53.188266,-3.055842,exact,Flintshire,,,,,Wales
,Bupa Dental Care â€“ Wrexham,LL11 1BT,"23 Grosvenor Road, Wrexham, LL11 1BT",53.050102,-2.99613,exact,Wrexham,,,,,Wales
,Bupa Dental Care â€“ Neath,SA11 3AY,"23 Victoria Gardens, Neath, SA11 3AY",51.660609,-3.802089,exact,Neath Port Talbot,,,,,Wales
,Ogmore Vale Dental Surgery,CF32 7BL,"14 Commercial Street, Ogmore Vale, Bridgend, CF32 7BL",51.603754,-3.54206,exact,Bridgend,,,,,Wales
,Ogmore Valley Family Dental Practice,CF32 7BL,"14 Commercial Street, Ogmore Vale, CF32 7BL",51.603754,-3.54206,exact,Bridgend,,,,,Wales
,Tycoch Dental Practice,SA2 9BL,"79 Carnglas Road, Tycoch, SA2 9BL",51.621653,-3.991343,exact,Swansea,,,,,Wales
,TÅ· Gwyn Dental Practice,SA6 6HT,"14 Sway Road Morriston, Swansea, SA6 6HT",51.66708,-3.923618,exact,Swansea,,,,,Wales
,Tynewydd Dental Practice,CF62 8BA,"75 Tynewydd Road, Barry, CF62 8BA",51.409212,-3.270519,exact,Vale of Glamorgan,,,,,Wales
,uSmile Dental Practice,CF36 3BH,"21 Hillsboro Place, Porthcawl (Accepting NHS Exempt & Children), CF36 3BH",51.477675,-3.703355,exact,Bridgend,,,,,Wales
,St Giles Dental,SY16 3AJ,"3 St Giles Business Park, Pool Road, Newtown, SY16 3AJ",52.51973,-3.294769,exact,Powys,,,,,Wales
,St Mellons Dental Surgery (Restore Dental Group),CF3 0EF,"16 Crickhowell Road, St Mellons, Cardiff, CF3 0EF",51.525505,-3.10184,exact,Cardiff,,,,,Wales
,St Teilo Dental Centre,SA4 8LH,"168 St. Teilo Street Pontardulais, Swansea, SA4 8LH",51.712629,-4.037074,exact,Swansea,,,,,Wales
,St. James Dental Practice,SA1 4QA,"71 Walter Road, Swansea, SA1 4QA",51.618388,-3.960402,exact,Swansea,,,,,Wales
,Smart Smiles Abercynon,CF45 4RE,"24 Margaret Street, Mountain Ash, CF45 4RE",51.645108,-3.328501,exact,Rhondda Cynon Taf,,,,,Wales
,Smile Solution Ltd @ Chepstow Orthodontics Ltd,NP16 5EU,"6A St Mary's Arcade, Chepstow, NP16 5EU",51.64228,-2.673994,exact,Monmouthshire,,,,,Wales
,Smile Studio Penarth,CF64 3DH,"4 Plymouth Road, Penarth, CF64 3DH",51.435252,-3.173225,exact,Vale of Glamorgan,,,,,Wales
,BUPA Dental Care Smiles Better Abergavenny,NP7 5BB,"2 & 4 Baker Street, Abergavenny, NP7 5BB",51.823158,-3.021057,exact,Monmouthshire,,,,,Wales
,Bupa Dental Care â€“ Pentwyn,CF23 7EY,"Pentwyn Drive, Pentwyn, CF23 7EY",51.524183,-3.146883,exact,Cardiff,,,,,Wales
,Smiles Dental,CF11 9DU,"68a Cowbridge Road East, Canton, CF11 9DU",51.481403,-3.195118,exact,Cardiff,,,,,Wales
,MyDentist â€“ Smiles Dental Centre,CF37 8DP,"29 High Street, Merthyr TydfilÂ , CF37 8DP",51.60332044293773,-3.33436313446328,outcode_fallback,,,,,,Wales
,Springfield Dental,LL12 8NA,"Springfield House 5 Chester RoadÂ , Gresford, LL12 8NA",53.085167,-2.972514,exact,Wrexham,,,,,Wales
,Springfield Dental Care,LL12 8PT,"Springfield House, 5 Chester Road, Wrexham, LL12 8PT",53.086682,-2.974145,exact,Wrexham,,,,,Wales
,St Davids Dental Care Ltd,SA62 6SS,"34A New Street, St Davids, SA62 6SS",51.882115,-5.263606,exact,Pembrokeshire,,,,,Wales
,Tongwynlais Dental Practice,CF15 7LG,"49 Merthyr Road, Tongwynlais, CF15 7LG",51.532195,-3.252387,exact,Cardiff,,,,,Wales
,MyDentist â€“ Tonyrefail,CF39 8PA,"2 Pritchard Street, Porth, CF39 8PA",51.582998,-3.428212,exact,Rhondda Cynon Taf,,,,,Wales
,Townhill Dental Practice,SA2 0UX,"16 Graiglwyd Road Cockett, Swansea, SA2 0UX",51.627795,-3.973797,exact,Swansea,,,,,Wales
,Trallwn Dental Surgery,SA7 9UU,"143 Trallwn Road, Llansamlet, Swansea, SA7 9UU",51.655651,-3.889216,exact,Swansea,,,,,Wales
,Trefynwy Dental Practice,NP25 3DL,"10 St James Street, Monmouth, NP25 3DL",51.81244,-2.711211,exact,Monmouthshire,,,,,Wales
,Treharris  Dental Clinic,CF46 5RP,"Bargoed Terrace, Treharris, CF46 5RP",51.662157,-3.299563,exact,Merthyr Tydfil,,,,,Wales
